<<<<<<< HEAD
1743088643422642 0
1743088643423268 0
1743088643423893 0
1743088643424517 0
1743088643425142 0
1743088643425768 0
1743088643426393 0
1743088643427017 0
1743088643427642 0
1743088643428269 0
1743088643428892 0
1743088643429517 0
1743088643430143 0
1743088643430767 0
1743088643431393 0
1743088643432022 0
1743088643432643 0
1743088643433268 0
1743088643433892 0
1743088643434518 0
1743088643435143 0
1743088643435768 0
1743088643436392 0
1743088643437017 0
1743088643437642 0
1743088643438268 0
1743088643438892 0
1743088643439518 0
1743088643440143 0
1743088643440767 -1
1743088643441392 0
1743088643442018 0
1743088643442642 0
1743088643443268 0
1743088643443893 0
1743088643444517 0
1743088643445143 0
1743088643445767 0
1743088643446392 0
1743088643447018 0
1743088643447642 0
1743088643448268 0
1743088643448892 0
1743088643449517 0
1743088643450143 0
1743088643450767 0
1743088643451392 0
1743088643452023 0
1743088643452642 -1
1743088643453267 -1
1743088643453893 0
1743088643454517 0
1743088643455143 0
1743088643455768 0
1743088643456392 0
1743088643457018 0
1743088643457642 0
1743088643458267 0
1743088643458893 0
1743088643459517 0
1743088643460143 0
1743088643460767 0
1743088643461392 0
1743088643462018 0
1743088643462642 0
1743088643463268 0
1743088643463893 0
1743088643464517 0
1743088643465142 0
1743088643465768 0
1743088643466392 0
1743088643467018 0
1743088643467642 0
1743088643468268 0
1743088643468893 0
1743088643469517 0
1743088643470142 0
1743088643470768 0
1743088643471392 0
1743088643472022 0
1743088643472643 0
1743088643473267 0
1743088643473893 0
1743088643474517 0
1743088643475143 0
1743088643475769 0
1743088643476391 0
1743088643477017 0
1743088643477643 0
1743088643478267 0
1743088643478892 0
1743088643479520 0
1743088643480140 0
1743088643480768 0
1743088643481392 0
1743088643482017 0
1743088643482643 0
1743088643483267 0
1743088643483894 0
1743088643484517 0
1743088643485142 0
1743088643485768 0
1743088643486392 0
1743088643487017 0
1743088643487643 0
1743088643488268 0
1743088643488892 0
1743088643489518 0
1743088643490142 0
1743088643490767 0
1743088643491392 0
1743088643492022 0
1743088643492643 0
1743088643493267 0
1743088643493892 0
1743088643494518 0
1743088643495142 0
1743088643495768 0
1743088643496392 0
1743088643497017 0
1743088643497643 0
1743088643498267 0
1743088643498893 0
1743088643499518 0
1743088643500142 0
1743088643500767 0
1743088643501393 0
1743088643502017 0
1743088643502642 0
1743088643503271 0
1743088643503890 0
1743088643504518 0
1743088643505142 0
1743088643505768 0
1743088643506393 0
1743088643507017 0
1743088643507642 0
1743088643508269 0
1743088643508892 0
1743088643509517 0
1743088643510143 0
1743088643510767 0
1743088643511393 0
1743088643512021 0
1743088643512643 0
1743088643513268 0
1743088643513892 0
1743088643514517 0
1743088643515143 0
1743088643515768 0
1743088643516392 0
1743088643517017 0
1743088643517642 0
1743088643518268 0
1743088643518892 0
1743088643519517 0
1743088643520143 0
1743088643520767 0
1743088643521393 0
1743088643522018 0
1743088643522642 0
1743088643523268 0
1743088643523893 0
1743088643524516 0
1743088643525143 0
1743088643525766 0
1743088643526392 0
1743088643527018 0
1743088643527642 0
1743088643528269 0
1743088643528892 0
1743088643529517 0
1743088643530143 0
1743088643530767 0
1743088643531393 -1
1743088643532024 0
1743088643532642 0
1743088643533267 0
1743088643533893 0
1743088643534517 0
1743088643535143 0
1743088643535767 0
1743088643536392 0
1743088643537018 0
1743088643537642 0
1743088643538268 0
1743088643538893 0
1743088643539517 0
1743088643540143 0
1743088643540768 0
1743088643541392 0
1743088643542018 0
1743088643542642 0
1743088643543268 0
1743088643543893 0
1743088643544517 0
1743088643545142 0
1743088643545768 0
1743088643546392 0
1743088643547018 0
1743088643547642 0
1743088643548267 0
1743088643548893 0
1743088643549517 0
1743088643550142 0
1743088643550768 -1
1743088643551392 0
1743088643552021 0
1743088643552642 0
1743088643553266 0
1743088643553893 -1
1743088643554517 0
1743088643555142 0
1743088643555769 0
1743088643556391 0
1743088643557017 0
1743088643557643 -1
1743088643558266 0
1743088643558892 0
1743088643559516 0
1743088643560142 0
1743088643560768 0
1743088643561391 0
1743088643562017 0
1743088643562643 0
1743088643563267 0
1743088643563893 0
1743088643564520 0
1743088643565139 0
1743088643565767 0
1743088643566392 0
1743088643567017 0
1743088643567643 0
1743088643568268 0
1743088643568892 0
1743088643569518 0
1743088643570141 0
1743088643570767 0
1743088643571392 0
1743088643572021 0
1743088643572643 0
1743088643573267 0
1743088643573893 0
1743088643574518 0
1743088643575142 0
1743088643575769 0
1743088643576392 0
1743088643577017 0
1743088643577643 0
1743088643578267 0
1743088643578893 0
1743088643579518 0
1743088643580142 0
1743088643580768 0
1743088643581393 0
1743088643582017 0
1743088643582642 0
1743088643583268 0
1743088643583893 0
1743088643584517 0
1743088643585142 0
1743088643585767 0
1743088643586393 0
1743088643587017 0
1743088643587642 0
1743088643588269 0
1743088643588892 0
1743088643589518 0
1743088643590142 0
1743088643590767 0
1743088643591393 0
1743088643592021 0
1743088643592643 0
1743088643593268 0
1743088643593892 0
1743088643594517 0
1743088643595143 0
1743088643595768 0
1743088643596392 0
1743088643597017 0
1743088643597643 0
1743088643598268 0
1743088643598892 0
1743088643599517 0
1743088643600143 0
1743088643600767 0
1743088643601392 0
1743088643602019 0
1743088643602641 0
1743088643603268 0
1743088643603893 0
1743088643604516 0
1743088643605143 0
1743088643605767 0
1743088643606392 0
1743088643607018 0
1743088643607642 0
1743088643608269 0
1743088643608892 0
1743088643609517 0
1743088643610143 0
1743088643610767 0
1743088643611393 0
1743088643612022 -1
1743088643612642 0
1743088643613267 0
1743088643613893 0
1743088643614517 0
1743088643615143 0
1743088643615768 0
1743088643616392 0
1743088643617018 0
1743088643617642 0
1743088643618267 0
1743088643618893 0
1743088643619517 0
1743088643620143 0
1743088643620767 0
1743088643621392 0
1743088643622018 0
1743088643622642 0
1743088643623267 0
1743088643623893 0
1743088643624517 0
1743088643625143 0
1743088643625770 0
1743088643626390 0
1743088643627018 0
1743088643627642 0
1743088643628268 0
1743088643628892 0
1743088643629517 0
1743088643630142 0
1743088643630768 0
1743088643631392 0
1743088643632022 0
1743088643632643 0
1743088643633268 0
1743088643633893 0
1743088643634517 0
1743088643635142 0
1743088643635769 0
1743088643636391 0
1743088643637017 0
1743088643637643 0
1743088643638267 0
1743088643638893 0
1743088643639517 0
1743088643640142 0
1743088643640768 0
1743088643641392 0
1743088643642017 -1
1743088643642643 0
1743088643643267 0
1743088643643893 0
1743088643644517 0
1743088643645142 0
1743088643645768 0
1743088643646392 0
1743088643647017 0
1743088643647643 0
1743088643648268 0
1743088643648893 0
1743088643649518 0
1743088643650142 0
1743088643650767 0
1743088643651392 0
1743088643652022 0
1743088643652643 0
1743088643653267 0
1743088643653892 0
1743088643654518 0
1743088643655142 0
1743088643655768 0
1743088643656392 0
1743088643657017 0
1743088643657643 0
1743088643658267 0
1743088643658892 0
1743088643659518 0
1743088643660142 0
1743088643660767 0
1743088643661393 0
1743088643662017 0
1743088643662643 0
1743088643663267 0
1743088643663893 0
1743088643664517 0
1743088643665142 0
1743088643665767 0
1743088643666393 0
1743088643667017 -1
1743088643667642 -1
1743088643668269 0
1743088643668892 0
1743088643669518 0
1743088643670142 0
1743088643670767 0
1743088643671393 0
1743088643672022 0
1743088643672642 0
1743088643673268 0
1743088643673892 0
1743088643674517 0
1743088643675143 0
1743088643675768 0
1743088643676392 0
1743088643677017 0
1743088643677643 0
1743088643678268 0
1743088643678892 0
1743088643679517 0
1743088643680143 0
1743088643680767 0
1743088643681393 0
1743088643682017 0
1743088643682642 0
1743088643683268 0
1743088643683893 0
1743088643684517 0
1743088643685143 0
1743088643685767 0
1743088643686392 0
1743088643687018 0
1743088643687642 0
1743088643688269 0
1743088643688892 0
1743088643689517 0
1743088643690143 0
1743088643690767 0
1743088643691392 0
1743088643692022 0
1743088643692642 0
1743088643693268 0
1743088643693892 0
1743088643694517 0
1743088643695143 0
1743088643695768 0
1743088643696392 0
1743088643697018 0
1743088643697642 0
1743088643698269 0
1743088643698893 0
1743088643699517 0
1743088643700148 0
1743088643700767 0
1743088643701393 0
1743088643702018 -1
1743088643702642 0
1743088643703267 -1
1743088643703893 0
1743088643704517 0
1743088643705142 0
1743088643705767 0
1743088643706392 0
1743088643707018 0
1743088643707642 0
1743088643708267 0
1743088643708893 0
1743088643709517 0
1743088643710143 0
1743088643710768 0
1743088643711392 -1
1743088643712024 0
1743088643712642 0
1743088643713267 0
1743088643713893 0
1743088643714517 0
1743088643715143 0
1743088643715769 0
1743088643716391 0
1743088643717017 0
1743088643717643 0
1743088643718267 0
1743088643718893 0
1743088643719517 0
1743088643720143 0
1743088643720768 0
1743088643721392 0
1743088643722017 0
1743088643722643 0
1743088643723267 0
1743088643723894 0
1743088643724516 0
1743088643725143 0
1743088643725768 0
1743088643726392 0
1743088643727018 0
1743088643727643 0
1743088643728268 0
1743088643728893 0
1743088643729518 0
1743088643730142 0
1743088643730768 0
1743088643731392 0
1743088643732023 -1
1743088643732643 0
1743088643733267 0
1743088643733892 0
1743088643734518 0
1743088643735142 0
1743088643735768 0
1743088643736391 0
1743088643737017 0
1743088643737643 0
1743088643738267 0
1743088643738892 0
1743088643739518 0
1743088643740142 0
1743088643740767 0
1743088643741393 0
1743088643742017 0
1743088643742643 0
1743088643743267 0
1743088643743893 0
1743088643744517 0
1743088643745142 0
1743088643745768 0
1743088643746393 0
1743088643747017 0
1743088643747642 0
1743088643748269 0
1743088643748892 0
1743088643749519 0
1743088643750142 0
1743088643750768 0
1743088643751393 0
1743088643752022 0
1743088643752643 0
1743088643753268 0
1743088643753892 0
1743088643754518 0
1743088643755142 0
1743088643755768 0
1743088643756392 0
1743088643757017 0
1743088643757642 0
1743088643758268 0
1743088643758892 0
1743088643759517 0
1743088643760142 0
1743088643760767 0
1743088643761393 0
1743088643762017 0
1743088643762642 0
1743088643763268 0
1743088643763893 0
1743088643764517 0
1743088643765144 0
1743088643765766 0
1743088643766393 0
1743088643767017 0
1743088643767642 0
1743088643768269 0
1743088643768892 0
1743088643769517 0
1743088643770143 0
1743088643770767 0
1743088643771392 0
1743088643772023 0
1743088643772642 0
1743088643773268 0
1743088643773892 0
1743088643774517 0
1743088643775143 0
1743088643775768 0
1743088643776392 0
1743088643777018 0
1743088643777642 0
1743088643778268 0
1743088643778892 0
1743088643779517 0
1743088643780143 0
1743088643780767 0
1743088643781392 0
1743088643782018 0
1743088643782642 0
1743088643783267 0
1743088643783893 0
1743088643784518 0
1743088643785143 0
1743088643785767 0
1743088643786392 0
1743088643787018 0
1743088643787642 0
1743088643788268 0
1743088643788893 0
1743088643789517 0
1743088643790142 0
1743088643790767 0
1743088643791392 0
1743088643792023 0
1743088643792642 0
1743088643793267 0
1743088643793893 0
1743088643794517 0
1743088643795142 0
1743088643795768 0
1743088643796392 0
1743088643797018 0
1743088643797642 0
1743088643798268 0
1743088643798893 0
1743088643799517 0
1743088643800143 0
1743088643800768 0
1743088643801392 0
1743088643802018 0
1743088643802643 0
1743088643803267 0
1743088643803894 0
1743088643804516 0
1743088643805143 0
1743088643805768 0
1743088643806392 0
1743088643807017 0
1743088643807643 0
1743088643808268 0
1743088643808893 0
1743088643809517 0
1743088643810142 0
1743088643810768 0
1743088643811392 0
1743088643812022 0
1743088643812643 0
1743088643813266 0
1743088643813892 0
1743088643814518 0
1743088643815142 0
1743088643815769 0
1743088643816391 0
1743088643817018 0
1743088643817643 0
1743088643818267 0
1743088643818893 0
1743088643819518 0
1743088643820142 0
1743088643820767 0
1743088643821392 0
1743088643822018 0
1743088643822643 0
1743088643823267 0
1743088643823893 0
1743088643824517 0
1743088643825142 0
1743088643825767 0
1743088643826394 0
1743088643827016 0
1743088643827643 0
1743088643828268 0
1743088643828892 0
1743088643829518 0
1743088643830142 0
1743088643830768 0
1743088643831393 0
1743088643832022 0
1743088643832643 0
1743088643833267 0
1743088643833892 0
1743088643834518 0
1743088643835142 0
1743088643835769 0
1743088643836392 0
1743088643837017 0
1743088643837642 0
1743088643838268 0
1743088643838892 0
1743088643839518 0
1743088643840143 0
1743088643840768 0
1743088643841393 0
1743088643842017 0
1743088643842642 0
1743088643843268 0
1743088643843893 0
1743088643844516 0
1743088643845143 0
1743088643845767 0
1743088643846393 0
1743088643847017 0
1743088643847642 0
1743088643848269 0
1743088643848892 0
1743088643849518 0
1743088643850143 0
1743088643850767 0
1743088643851393 0
1743088643852021 0
1743088643852643 0
1743088643853268 0
1743088643853892 0
1743088643854518 0
1743088643855143 0
1743088643855768 0
1743088643856391 0
1743088643857018 0
1743088643857642 0
1743088643858268 0
1743088643858892 0
1743088643859517 0
1743088643860143 0
1743088643860767 0
1743088643861392 0
1743088643862019 0
1743088643862641 0
1743088643863268 0
1743088643863893 0
1743088643864517 0
1743088643865143 0
1743088643865767 0
1743088643866393 0
1743088643867018 0
1743088643867642 0
1743088643868269 0
1743088643868893 0
1743088643869517 0
1743088643870143 0
1743088643870767 0
1743088643871393 0
1743088643872022 0
1743088643872642 0
1743088643873268 0
1743088643873893 0
1743088643874517 0
1743088643875142 0
1743088643875768 0
1743088643876392 0
1743088643877018 0
1743088643877642 0
1743088643878267 0
1743088643878893 0
1743088643879517 0
1743088643880143 0
1743088643880768 0
1743088643881392 0
1743088643882018 0
1743088643882642 0
1743088643883267 0
1743088643883894 0
1743088643884516 0
1743088643885143 0
1743088643885768 0
1743088643886392 0
1743088643887017 0
1743088643887643 0
1743088643888268 0
1743088643888893 0
1743088643889517 0
1743088643890142 0
1743088643890768 0
1743088643891392 0
1743088643892022 0
1743088643892643 0
1743088643893267 0
1743088643893892 0
1743088643894518 0
1743088643895142 0
1743088643895769 0
1743088643896391 0
1743088643897017 0
1743088643897643 0
1743088643898267 0
1743088643898893 0
1743088643899518 0
1743088643900142 0
1743088643900768 0
1743088643901392 0
1743088643902017 0
1743088643902643 0
1743088643903267 0
1743088643903893 0
1743088643904517 0
1743088643905142 0
1743088643905767 0
1743088643906393 0
1743088643907017 0
1743088643907643 0
1743088643908268 0
1743088643908892 0
1743088643909518 0
1743088643910142 0
1743088643910767 0
1743088643911393 0
1743088643912022 0
1743088643912643 0
1743088643913267 0
1743088643913892 0
1743088643914518 0
1743088643915142 0
1743088643915768 0
1743088643916392 0
1743088643917017 0
1743088643917642 0
1743088643918267 0
1743088643918892 0
1743088643919518 0
1743088643920142 0
1743088643920768 0
1743088643921393 0
1743088643922017 0
1743088643922642 0
1743088643923268 0
1743088643923893 0
1743088643924517 0
1743088643925142 -1
1743088643925768 0
1743088643926393 0
1743088643927017 0
1743088643927642 0
1743088643928269 0
1743088643928892 0
1743088643929517 0
1743088643930144 0
1743088643930766 0
1743088643931393 0
1743088643932022 0
1743088643932642 0
1743088643933268 0
1743088643933892 0
1743088643934518 0
1743088643935143 0
1743088643935768 0
1743088643936392 0
1743088643937017 0
1743088643937642 0
1743088643938268 0
1743088643938892 0
1743088643939518 0
1743088643940143 0
1743088643940767 0
1743088643941393 0
1743088643942018 0
1743088643942642 0
1743088643943268 0
1743088643943893 0
1743088643944516 0
1743088643945143 0
1743088643945767 0
1743088643946392 0
1743088643947018 0
1743088643947642 0
1743088643948268 0
1743088643948893 0
1743088643949517 0
1743088643950143 0
1743088643950767 0
1743088643951392 0
1743088643952023 0
1743088643952642 0
1743088643953267 0
1743088643953893 0
1743088643954517 0
1743088643955143 0
1743088643955768 0
1743088643956392 0
1743088643957018 0
1743088643957642 0
1743088643958268 0
1743088643958893 0
1743088643959517 0
1743088643960142 0
1743088643960768 0
1743088643961392 0
1743088643962018 0
1743088643962642 0
1743088643963267 0
1743088643963893 0
1743088643964517 0
1743088643965142 0
1743088643965768 0
1743088643966392 0
1743088643967018 0
1743088643967643 0
1743088643968266 0
1743088643968893 0
1743088643969517 0
1743088643970143 0
1743088643970768 0
1743088643971392 0
1743088643972022 0
1743088643972643 0
1743088643973267 0
1743088643973893 0
1743088643974517 0
1743088643975143 0
1743088643975769 0
1743088643976391 0
1743088643977017 0
1743088643977643 0
1743088643978267 0
1743088643978892 0
1743088643979518 0
1743088643980142 0
1743088643980768 0
1743088643981392 0
1743088643982017 0
1743088643982643 0
1743088643983267 0
1743088643983893 0
1743088643984517 0
1743088643985142 0
1743088643985768 0
1743088643986392 0
1743088643987017 0
1743088643987643 0
1743088643988268 0
1743088643988893 0
1743088643989518 0
1743088643990142 0
1743088643990768 0
1743088643991394 0
1743088643992021 0
1743088643992643 0
1743088643993267 0
1743088643993892 0
1743088643994518 0
1743088643995142 0
1743088643995768 0
1743088643996392 0
1743088643997017 0
1743088643997642 0
1743088643998268 0
1743088643998892 0
1743088643999518 0
1743088644000142 0
1743088644000767 0
1743088644001393 0
1743088644002017 0
1743088644002642 0
1743088644003268 0
1743088644003893 0
1743088644004516 0
1743088644005142 0
1743088644005768 0
1743088644006393 0
1743088644007017 0
1743088644007642 0
1743088644008269 0
1743088644008892 0
1743088644009517 0
1743088644010143 0
1743088644010767 0
1743088644011393 0
1743088644012021 0
1743088644012643 0
1743088644013268 0
1743088644013892 0
1743088644014517 0
1743088644015143 -1
1743088644015768 0
1743088644016392 0
1743088644017017 0
1743088644017642 0
1743088644018268 0
1743088644018891 0
1743088644019517 0
1743088644020143 0
1743088644020767 0
1743088644021393 0
1743088644022018 0
1743088644022642 0
1743088644023268 0
1743088644023893 0
1743088644024517 0
1743088644025143 0
1743088644025767 0
1743088644026392 0
1743088644027018 0
1743088644027642 0
1743088644028268 0
1743088644028893 0
1743088644029518 0
1743088644030143 0
1743088644030767 0
1743088644031392 0
1743088644032024 0
1743088644032642 0
1743088644033268 0
1743088644033893 -1
1743088644034517 0
1743088644035143 -1
1743088644035768 0
1743088644036391 0
1743088644037018 0
1743088644037642 0
1743088644038268 0
1743088644038893 0
1743088644039517 0
1743088644040143 0
1743088644040768 0
1743088644041392 0
1743088644042018 0
1743088644042642 0
1743088644043268 0
1743088644043893 0
1743088644044517 0
1743088644045142 0
1743088644045768 0
1743088644046392 0
1743088644047017 0
1743088644047642 0
1743088644048268 0
1743088644048893 0
1743088644049517 -1
1743088644050142 0
1743088644050768 0
1743088644051392 0
1743088644052022 0
1743088644052643 0
1743088644053267 0
1743088644053893 0
1743088644054517 0
1743088644055142 0
1743088644055769 0
1743088644056391 0
1743088644057018 0
1743088644057643 0
1743088644058267 0
1743088644058893 0
1743088644059517 0
1743088644060143 0
1743088644060768 0
1743088644061392 0
1743088644062018 0
1743088644062643 0
1743088644063267 -1
1743088644063893 0
1743088644064517 0
1743088644065142 0
1743088644065767 0
1743088644066392 0
1743088644067017 0
1743088644067644 0
1743088644068268 0
1743088644068892 0
1743088644069518 0
1743088644070142 -1
1743088644070768 0
1743088644071393 0
1743088644072023 0
1743088644072643 0
1743088644073266 0
1743088644073892 0
1743088644074518 0
1743088644075142 0
1743088644075769 0
1743088644076392 -1
1743088644077017 0
1743088644077643 0
1743088644078267 0
1743088644078893 0
1743088644079518 0
1743088644080142 -1
1743088644080768 0
1743088644081394 0
1743088644082017 0
1743088644082643 0
1743088644083268 0
1743088644083893 0
1743088644084517 0
1743088644085142 0
1743088644085767 0
1743088644086393 0
1743088644087017 0
1743088644087643 0
1743088644088269 0
1743088644088892 0
1743088644089518 0
1743088644090142 0
1743088644090768 0
1743088644091393 0
1743088644092021 0
1743088644092643 0
1743088644093270 0
1743088644093892 0
1743088644094518 0
1743088644095143 0
1743088644095769 0
1743088644096392 0
1743088644097018 0
1743088644097642 -1
1743088644098268 0
1743088644098892 0
1743088644099517 0
1743088644100143 0
1743088644100767 0
1743088644101394 0
1743088644102017 0
1743088644102642 0
1743088644103268 0
1743088644103892 0
1743088644104517 0
1743088644105143 0
1743088644105767 0
1743088644106393 0
1743088644107018 0
1743088644107642 0
1743088644108269 0
1743088644108892 0
1743088644109519 0
1743088644110142 0
1743088644110767 0
1743088644111392 0
1743088644112023 0
1743088644112642 0
1743088644113268 0
1743088644113893 0
1743088644114517 0
1743088644115143 0
1743088644115768 0
1743088644116391 0
1743088644117018 0
1743088644117642 0
1743088644118268 0
1743088644118893 0
1743088644119517 0
1743088644120143 0
1743088644120767 0
1743088644121392 0
1743088644122019 0
1743088644122641 0
1743088644123268 0
1743088644123893 0
1743088644124517 0
1743088644125143 0
1743088644125767 0
1743088644126394 0
1743088644127018 0
1743088644127642 -1
1743088644128268 0
1743088644128893 0
1743088644129517 0
1743088644130142 0
1743088644130768 0
1743088644131392 0
1743088644132025 0
1743088644132642 0
1743088644133268 0
1743088644133893 0
1743088644134518 0
1743088644135142 0
1743088644135768 0
1743088644136392 0
1743088644137018 0
1743088644137642 0
1743088644138267 0
1743088644138894 0
1743088644139517 0
1743088644140143 0
1743088644140768 0
1743088644141392 0
1743088644142017 0
1743088644142643 0
1743088644143267 0
1743088644143894 0
1743088644144516 0
1743088644145143 0
1743088644145768 0
1743088644146392 0
1743088644147021 0
1743088644147645 0
1743088644148268 0
1743088644148893 0
1743088644149517 0
1743088644150142 0
1743088644150768 0
1743088644151393 0
1743088644152021 0
1743088644152643 0
1743088644153267 0
1743088644153892 0
1743088644154518 0
1743088644155142 0
1743088644155770 0
1743088644156391 0
1743088644157017 0
1743088644157643 0
1743088644158267 0
1743088644158892 0
1743088644159518 0
1743088644160142 0
1743088644160768 0
1743088644161392 0
1743088644162018 0
1743088644162643 0
1743088644163267 0
1743088644163893 0
1743088644164518 0
1743088644165142 0
1743088644165767 0
1743088644166393 0
1743088644167017 0
1743088644167643 0
1743088644168268 0
1743088644168892 0
1743088644169519 0
1743088644170142 0
1743088644170767 0
1743088644171393 0
1743088644172021 0
1743088644172643 0
1743088644173267 0
1743088644173892 0
1743088644174518 0
1743088644175142 0
1743088644175768 -1
1743088644176394 0
1743088644177017 0
1743088644177642 0
1743088644178268 0
1743088644178892 0
1743088644179518 0
1743088644180142 0
1743088644180769 0
1743088644181393 0
1743088644182017 0
1743088644182643 0
1743088644183268 0
1743088644183893 0
1743088644184517 0
1743088644185143 0
1743088644185767 0
1743088644186393 0
1743088644187017 0
1743088644187642 0
1743088644188269 0
1743088644188893 0
1743088644189517 0
1743088644190147 0
1743088644190768 0
1743088644191393 0
1743088644192021 0
1743088644192642 0
1743088644193268 0
1743088644193892 0
1743088644194518 0
1743088644195143 0
1743088644195768 0
1743088644196391 0
1743088644197017 0
1743088644197643 0
1743088644198268 0
1743088644198891 0
1743088644199518 0
1743088644200143 -1
1743088644200767 0
1743088644201393 0
1743088644202018 0
1743088644202642 0
1743088644203268 0
1743088644203893 0
1743088644204516 0
1743088644205143 0
1743088644205768 0
1743088644206392 0
1743088644207018 0
1743088644207642 0
1743088644208268 0
1743088644208893 0
1743088644209517 0
1743088644210144 0
1743088644210767 0
1743088644211392 0
1743088644212023 0
1743088644212642 0
1743088644213267 0
1743088644213894 0
1743088644214516 0
1743088644215143 0
1743088644215768 0
1743088644216391 0
1743088644217018 0
1743088644217642 0
1743088644218269 0
1743088644218893 0
1743088644219517 0
1743088644220142 0
1743088644220768 0
1743088644221392 0
1743088644222018 0
1743088644222642 0
1743088644223267 0
1743088644223894 0
1743088644224517 0
1743088644225142 0
1743088644225768 0
1743088644226392 0
1743088644227018 0
1743088644227642 0
1743088644228267 0
1743088644228893 0
1743088644229517 0
1743088644230142 0
1743088644230768 0
1743088644231392 0
1743088644232023 0
1743088644232643 0
1743088644233267 0
1743088644233893 0
1743088644234517 0
1743088644235143 0
1743088644235769 0
1743088644236391 0
1743088644237017 0
1743088644237643 0
1743088644238267 0
1743088644238892 0
1743088644239517 0
1743088644240142 0
1743088644240768 -1
1743088644241392 0
1743088644242017 0
1743088644242643 0
1743088644243268 0
1743088644243893 0
1743088644244517 0
1743088644245142 0
1743088644245768 0
1743088644246392 0
1743088644247018 0
1743088644247643 0
1743088644248267 0
1743088644248893 0
1743088644249517 0
1743088644250142 0
1743088644250768 0
1743088644251392 0
1743088644252022 0
1743088644252643 0
1743088644253267 0
1743088644253893 0
1743088644254518 0
1743088644255142 0
1743088644255768 0
1743088644256393 0
1743088644257017 0
1743088644257643 0
1743088644258267 0
1743088644258892 0
1743088644259518 0
1743088644260143 0
1743088644260767 0
1743088644261394 -1
1743088644262016 0
1743088644262642 0
1743088644263267 0
1743088644263896 0
1743088644264518 0
1743088644265142 0
1743088644265768 0
1743088644266393 0
1743088644267017 0
1743088644267643 0
1743088644268269 0
1743088644268892 0
1743088644269518 0
1743088644270142 0
1743088644270768 0
1743088644271393 0
1743088644272022 0
1743088644272643 0
1743088644273268 0
1743088644273892 0
1743088644274517 0
1743088644275143 0
1743088644275768 0
1743088644276392 -1
1743088644277017 0
1743088644277642 0
1743088644278268 0
1743088644278891 -1
1743088644279518 0
1743088644280143 0
1743088644280767 -1
1743088644281393 0
1743088644282017 0
1743088644282643 0
1743088644283268 0
1743088644283893 0
1743088644284517 0
1743088644285143 0
1743088644285767 0
1743088644286393 0
1743088644287018 0
1743088644287642 0
1743088644288269 0
1743088644288894 0
1743088644289517 0
1743088644290143 0
1743088644290767 0
